0.0,false,0.0,0.0,false,0
2.0,false,0.0,0.0,false,14.28
4.0,false,0.0,0.0,false,28.56
6.0,false,0.0,0.0,false,42.84
8.0,false,0.0,0.0,false,57.12
10.0,false,0.0,0.0,false,71.4
12.0,false,0.0,0.0,false,85.68
14.0,false,0.0,0.0,false,99.96
16.0,false,0.0,0.0,false,114.24
18.0,false,0.0,0.0,false,128.52
20.0,false,0.0,0.0,false,142.8
22.0,false,0.0,0.0,false,157.07
24.0,false,0.0,0.0,false,171.35
26.0,false,0.0,0.0,false,185.63
28.0,false,0.0,0.0,false,199.91
30.0,false,0.0,0.0,false,214.19
32.0,false,0.0,0.0,false,228.47
34.0,false,0.0,0.0,false,242.75
36.0,false,0.0,0.0,false,257.03
38.0,false,0.0,0.0,false,271.31
40.0,false,1000.0,0.0,false,285.59
42.0,false,990.0,0.0,false,299.87
44.0,false,980.0,0.0,false,314.15
46.0,false,970.0,0.0,false,328.43
48.0,false,960.0,0.0,false,342.71
50.0,false,950.0,0.0,false,356.99
50.0,false,940.0,0.0,false,356.99
50.0,false,930.0,0.0,false,356.99
50.0,false,920.0,0.0,false,356.99
50.0,false,910.0,0.0,false,356.99
50.0,false,900.0,0.0,false,356.99
50.0,false,890.0,0.0,false,356.99
50.0,false,880.0,0.0,false,356.99
50.0,false,870.0,0.0,false,356.99
50.0,false,860.0,0.0,false,356.99
50.0,false,850.0,0.0,false,356.99
50.0,false,840.0,0.0,false,356.99
50.0,false,830.0,0.0,false,356.99
50.0,false,820.0,0.0,false,356.99
50.0,false,810.0,0.0,false,356.99
50.0,false,800.0,0.0,false,356.99
50.0,false,790.0,0.0,false,356.99
50.0,false,780.0,0.0,false,356.99
50.0,false,770.0,0.0,false,356.99
50.0,false,760.0,0.0,false,356.99
50.0,false,750.0,0.0,false,356.99
50.0,false,740.0,0.0,false,356.99
50.0,false,730.0,0.0,false,356.99
50.0,false,720.0,0.0,false,356.99
50.0,false,710.0,0.0,false,356.99
50.0,false,700.0,0.0,false,356.99
50.0,false,690.0,0.0,false,356.99
50.0,false,680.0,0.0,false,356.99
50.0,false,670.0,0.0,false,356.99
50.0,false,660.0,0.0,false,356.99
50.0,false,650.0,0.0,false,356.99
50.0,false,640.0,0.0,false,356.99
50.0,false,630.0,0.0,false,356.99
50.0,false,620.0,0.0,false,356.99
50.0,false,610.0,0.0,false,356.99
50.0,false,600.0,0.0,false,356.99
50.0,false,590.0,0.0,false,356.99
50.0,false,580.0,0.0,false,356.99
50.0,false,570.0,0.0,false,356.99
50.0,false,560.0,0.0,false,356.99
50.0,false,550.0,0.0,false,356.99
50.0,false,540.0,0.0,false,356.99
50.0,false,530.0,0.0,false,356.99
50.0,false,520.0,0.0,false,356.99
50.0,false,510.0,0.0,false,356.99
50.0,false,500.0,0.0,false,356.99
50.0,false,490.0,0.0,false,356.99
50.0,false,480.0,0.0,false,356.99
50.0,false,470.0,0.0,false,356.99
50.0,false,460.0,0.0,false,356.99
50.0,false,450.0,0.0,false,356.99
50.0,false,440.0,0.0,false,356.99
50.0,false,430.0,0.0,false,356.99
50.0,false,420.0,0.0,false,356.99
50.0,false,410.0,0.0,false,356.99
50.0,false,400.0,0.0,false,356.99
50.0,false,390.0,0.0,false,356.99
50.0,false,380.0,0.0,false,356.99
50.0,false,370.0,0.0,false,356.99
50.0,false,360.0,0.0,false,356.99
50.0,false,350.0,0.0,false,356.99
50.0,false,340.0,0.0,false,356.99
50.0,false,330.0,0.0,false,356.99
50.0,false,320.0,0.0,false,356.99
50.0,false,310.0,0.0,false,356.99
50.0,false,300.0,0.0,false,356.99
50.0,false,290.0,0.0,false,356.99
50.0,false,280.0,0.0,false,356.99
50.0,false,270.0,0.0,false,356.99
50.0,false,260.0,0.0,false,356.99
50.0,false,250.0,0.0,false,356.99
50.0,false,240.0,0.0,false,356.99
50.0,false,230.0,0.0,false,356.99
50.0,false,220.0,0.0,false,356.99
50.0,false,210.0,0.0,false,356.99
50.0,false,200.0,0.0,false,356.99
50.0,false,190.0,0.0,false,356.99
50.0,false,180.0,0.0,false,356.99
50.0,false,170.0,0.0,false,356.99
50.0,false,160.0,0.0,false,356.99
50.0,false,150.0,0.0,false,356.99
50.0,false,140.0,0.0,false,356.99
50.0,false,130.0,0.0,false,356.99
50.0,false,120.0,0.0,false,356.99
50.0,false,110.0,0.0,false,356.99
50.0,false,100.0,0.0,false,356.99
50.0,false,90.0,0.0,false,356.99
50.0,false,80.0,0.0,false,356.99
50.0,false,70.0,0.0,false,356.99
50.0,false,60.0,0.0,false,356.99
50.0,false,50.0,0.0,false,356.99
50.0,false,40.0,0.0,false,356.99
50.0,false,30.0,0.0,false,356.99
50.0,false,20.0,0.0,false,356.99
50.0,false,10.0,0.0,false,356.99
50.0,false,0.0,0.0,false,356.99
